"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1973-11","1973","11","-5.2","","-17.1","","-11.2","","2.8","","-29.4","","0.0","","83.1","","83.1","","48","",,"",,""
"1973-12","1973","12","-4.7","","-16.6","","-10.7","","1.7","","-33.3","","0.0","","58.7","","58.7","","51","",,"",,""
"1974-01","1974","01","-8.1","","-21.8","","-15.0","","3.3","","-41.7","","0.0","T","105.4","","105.4","","99","",,"",,""
"1974-02","1974","02","-0.5","","-15.5","","-8.0","","2.8","","-23.9","","0.0","","31.8","","31.8","","104","",,"",,""
"1974-03","1974","03","1.4","","-16.4","","-7.5","","10.0","S","-30.0","S","0.0","","38.1","","38.1","","97","",,"",,""
"1974-04","1974","04","9.0","","-4.8","","2.1","","18.3","","-11.1","","19.6","","5.1","","24.6","","8","",,"",,""
"1974-05","1974","05","10.4","","-2.2","","4.1","","16.7","","-6.1","","26.7","","15.2","","41.9","","0","",,"",,""
"1974-06","1974","06","19.6","","1.6","","10.6","","28.9","","-4.4","","32.8","","0.0","","32.8","","0","",,"",,""
"1974-07","1974","07","20.4","","2.5","","11.5","","28.9","S","-3.3","","40.6","","0.0","","40.6","","0","",,"",,""
"1974-08","1974","08","19.2","","2.7","","11.0","","28.9","","-2.8","","34.5","","0.0","","34.5","","0","",,"",,""
"1974-09","1974","09","16.8","","-2.1","","7.4","","22.8","","-6.1","","26.4","","0.0","","26.4","","0","",,"",,""
"1974-10","1974","10","11.8","","-4.4","","3.7","","20.0","","-9.4","S","1.3","","11.4","","12.7","","0","",,"",,""
"1974-11","1974","11","-0.2","E","-14.3","","-7.3","E","9.4","","-22.8","S","0.0","","68.6","","68.6","","38","",,"",,""
"1974-12","1974","12","-4.2","","-15.6","","-9.9","","0.6","","-31.1","","0.0","","87.4","","87.4","","51","",,"",,""
"1975-01","1975","01","-7.3","","-22.6","","-15.0","","4.4","","-42.8","S","0.0","","36.8","","36.8","","69","",,"",,""
"1975-02","1975","02","-7.5","","-27.8","","-17.7","","5.0","","-40.0","","0.0","","40.6","","40.6","","84","",,"",,""
"1975-03","1975","03","0.7","","-17.2","","-8.3","","8.9","","-27.8","S","0.0","","6.4","","6.4","","79","",,"",,""
"1975-04","1975","04","5.3","","-9.8","","-2.3","","12.8","","-27.8","","0.0","T","5.1","","5.1","","23","",,"",,""
"1975-05","1975","05","11.1","","-2.8","","4.2","","18.9","","-10.0","","18.5","","10.2","","28.7","","0","",,"",,""
"1975-06","1975","06","14.7","","0.2","","7.5","","22.8","","-6.1","","34.5","","0.0","","34.5","","0","",,"",,""
"1975-07","1975","07","22.2","","3.4","","12.8","","31.1","","-5.0","","45.5","","0.0","","45.5","","0","",,"",,""
"1975-08","1975","08","","M","","M","","M","","M","","M","57.9","","0.0","","57.9","","0","",,"",,""
"1975-09","1975","09","","M","","M","","M","","M","","M","21.6","","0.0","","21.6","","","M",,"",,""
"1975-10","1975","10","","M","","M","","M","","M","","M","24.6","","82.6","","107.2","","","M",,"",,""
"1975-11","1975","11","-1.9","","-13.9","","-7.9","","11.7","","-31.1","","3.8","E","37.3","","41.1","E","","M",,"",,""
"1975-12","1975","12","-6.4","","-19.3","","-12.9","","1.7","S","-34.4","","0.0","","120.4","","120.4","","66","",,"",,""
"1976-01","1976","01","-5.3","","-19.2","","-12.3","","5.0","","-32.2","","0.0","","33.0","","33.0","","163","",,"",,""
"1976-02","1976","02","-3.2","","-15.2","","-9.2","","5.0","","-31.1","","0.0","","59.7","","59.7","","81","",,"",,""
"1976-03","1976","03","-0.5","","-17.5","","-9.0","","9.4","","-38.9","","0.0","","57.2","","57.2","","","M",,"",,""
"1976-04","1976","04","7.8","","-6.3","","0.8","","17.8","","-16.7","","0.0","","22.1","","22.1","","46","",,"",,""
"1976-05","1976","05","13.2","","-1.3","","6.0","","20.6","","-5.6","S","51.6","","3.0","","54.6","","0","",,"",,""
"1976-06","1976","06","14.2","","0.2","","7.2","","27.8","","-4.4","S","42.2","","0.0","T","42.2","","0","",,"",,""
"1976-07","1976","07","19.1","","2.6","E","10.9","E","26.1","S","-2.2","","66.3","","0.0","","66.3","","0","",,"",,""
"1976-08","1976","08","18.2","","4.4","","11.3","","25.0","","-1.7","","64.5","","0.0","","64.5","","0","",,"",,""
"1976-09","1976","09","18.3","","-0.5","","8.9","","25.0","","-3.3","","42.9","","0.0","","42.9","","0","",,"",,""
"1976-10","1976","10","8.3","","-7.3","","0.5","","17.8","","-23.9","","1.3","","5.1","","6.4","","","M",,"",,""
"1976-11","1976","11","-0.7","","-14.3","","-7.5","","7.8","","-27.2","S","0.0","T","28.2","","28.2","","28","",,"",,""
"1976-12","1976","12","-4.1","","-15.4","","-9.8","","3.0","","-24.0","S","0.0","","86.0","","86.0","","54","",,"",,""
"1977-01","1977","01","-7.3","","-23.7","","-15.5","","1.0","","-35.0","S","0.0","","23.5","","23.5","","56","",,"",,""
"1977-02","1977","02","1.1","","-15.8","","-7.4","","8.0","","-23.0","","0.0","","16.0","","16.0","","60","",,"",,""
"1977-03","1977","03","1.3","","-15.5","","-7.1","","9.0","","-32.0","","0.0","","23.0","","23.0","","59","",,"",,""
"1977-04","1977","04","9.4","","-6.3","","1.6","","26.1","","-17.2","","0.0","","6.0","","6.0","","0","",,"",,""
"1977-05","1977","05","11.3","","-1.0","","5.2","","18.0","","-6.0","","23.3","","6.0","","29.3","","0","",,"",,""
"1977-06","1977","06","18.9","","1.3","","10.1","","28.0","","-5.5","","28.7","","1.0","","29.7","","0","",,"",,""
"1977-07","1977","07","18.6","","3.0","","10.8","","26.5","","-3.0","","54.4","","0.0","","54.4","","0","",,"",,""
"1977-08","1977","08","18.8","","2.9","","10.9","","26.5","S","-2.0","","97.1","","0.0","","97.1","","0","",,"",,""
"1977-09","1977","09","11.6","","-0.5","","5.6","","19.0","","-6.0","","61.7","","0.0","","61.7","","0","",,"",,""
"1977-10","1977","10","7.7","","-6.5","","0.6","","15.0","","-11.5","","3.3","","2.0","","5.3","","","M",,"",,""
"1977-11","1977","11","-3.5","","-16.8","","-10.2","","4.0","","-35.0","S","0.0","","73.5","","73.5","","37","",,"",,""
"1977-12","1977","12","-11.0","","-23.9","","-17.5","","1.0","","-43.0","","0.0","","102.0","","102.0","","60","",,"",,""
"1978-01","1978","01","-8.2","","-26.0","","-17.1","","0.0","","-36.0","S","0.0","","35.0","","35.0","","70","",,"",,""
"1978-02","1978","02","-1.4","","-20.2","","-10.8","","6.0","","-35.0","S","0.0","","15.0","","15.0","","70","",,"",,""
"1978-03","1978","03","3.6","","-12.0","","-4.2","","12.0","","-33.0","S","42.0","","32.0","","74.0","","45","",,"",,""
"1978-04","1978","04","7.4","","-5.7","","0.9","","17.0","","-16.0","","8.2","","37.0","","45.2","","0","",,"",,""
"1978-05","1978","05","11.2","","-2.5","","4.4","","20.0","","-8.0","","32.0","","3.0","","35.0","","","M",,"",,""
"1978-06","1978","06","18.2","","1.7","","10.0","","26.5","","-4.5","","59.8","","0.0","","59.8","","0","",,"",,""
"1978-07","1978","07","21.1","","4.6","","12.9","","28.0","","1.0","S","55.6","","0.0","","55.6","","0","",,"",,""
"1978-08","1978","08","17.7","","2.2","","10.0","","29.5","","-3.0","S","64.1","","0.0","","64.1","","0","",,"",,""
"1978-09","1978","09","12.9","","0.5","","6.7","","19.5","","-6.0","S","60.1","","4.0","","64.1","","0","",,"",,""
"1978-10","1978","10","8.9","","-6.5","","1.2","","17.0","S","-15.0","S","29.8","","22.0","","51.8","","13","",,"",,""
"1978-11","1978","11","-3.5","","-19.4","","-11.5","","11.0","","-37.0","S","0.0","","67.0","","67.0","","24","",,"",,""
"1978-12","1978","12","-9.4","","-23.1","","-16.3","","-2.0","","-42.0","","0.0","","52.3","","52.3","","41","",,"",,""
"1979-01","1979","01","-11.4","","-32.0","","-21.7","","-4.0","","-40.0","S","0.0","","14.5","","14.5","","46","",,"",,""
"1979-02","1979","02","-5.6","","-23.1","","-14.4","","4.0","","-38.0","S","0.0","","83.0","","83.0","","75","",,"",,""
"1979-03","1979","03","3.4","","-15.2","","-5.9","","10.0","S","-30.0","","0.0","","18.0","","18.0","","57","",,"",,""
"1979-04","1979","04","6.3","","-8.0","","-0.9","","16.0","","-25.0","","1.5","","31.0","","32.5","","0","",,"",,""
"1979-05","1979","05","11.6","","-3.0","","4.3","","22.0","","-10.0","","44.6","","3.0","","47.6","","0","",,"",,""
"1979-06","1979","06","17.2","","1.0","","9.1","","25.5","","-4.0","","94.0","","0.0","","94.0","","0","",,"",,""
"1979-07","1979","07","22.0","","2.7","","12.4","","31.5","","-2.0","","29.4","","0.0","","29.4","","0","",,"",,""
"1979-08","1979","08","21.4","","2.5","","12.0","","26.5","","-2.0","S","36.9","","0.0","","36.9","","0","",,"",,""
"1979-09","1979","09","16.1","","-1.6","","7.3","","24.5","","-7.5","","44.7","","0.0","","44.7","","0","",,"",,""
"1979-10","1979","10","9.1","","-4.6","","2.3","","19.0","","-13.0","","12.6","","3.0","","15.6","","","M",,"",,""
"1979-11","1979","11","-1.0","","-18.7","","-9.9","","5.0","S","-27.0","S","0.0","","3.0","","3.0","","2","",,"",,""
"1979-12","1979","12","-4.4","","-18.1","","-11.3","","3.0","","-39.0","","0.0","T","127.0","","127.0","","53","",,"",,""
"1980-01","1980","01","-11.1","","-27.5","","-19.3","","-0.5","","-43.0","S","0.0","","37.0","","37.0","","59","",,"",,""
"1980-02","1980","02","-1.9","","-18.8","","-10.4","","5.0","","-34.5","","0.0","","36.0","","36.0","","65","",,"",,""
"1980-03","1980","03","-0.2","","-16.2","","-8.2","","6.0","","-35.5","","0.0","","42.0","","42.0","","74","",,"",,""
"1980-04","1980","04","10.1","","-7.0","","1.6","","20.0","","-21.0","","11.7","","5.0","","16.7","","0","",,"",,""
"1980-05","1980","05","14.4","","-0.9","","6.8","","21.5","","-5.0","","121.7","","0.0","","121.7","","0","",,"",,""
"1980-06","1980","06","16.5","","1.8","","9.2","","23.0","","-3.0","","55.7","","0.5","","56.2","","0","",,"",,""
"1980-07","1980","07","19.3","","2.5","","10.9","","28.0","","-2.5","","39.1","","0.0","","39.1","","0","",,"",,""
"1980-08","1980","08","15.4","","0.3","","7.9","","23.5","","-5.0","S","60.2","","0.0","","60.2","","0","",,"",,""
"1980-09","1980","09","12.6","","-0.9","","5.9","","23.0","","-6.0","S","89.0","","0.0","","89.0","","0","",,"",,""
"1980-10","1980","10","9.4","","-4.5","","2.5","","23.0","","-13.0","","8.9","","17.0","","25.9","","1","",,"",,""
"1980-11","1980","11","-0.2","E","-12.2","","-6.2","E","14.0","E","-27.0","","4.0","","80.0","","84.0","","40","",,"",,""
"1980-12","1980","12","-7.7","","-17.7","","-12.7","","7.0","","-40.0","","0.0","","133.0","","133.0","","70","",,"",,""
"1981-01","1981","01","-3.3","","-18.0","","-10.7","","3.0","S","-29.0","","0.0","","10.0","","10.0","","68","",,"",,""
"1981-02","1981","02","-2.2","","-17.2","","-9.7","","5.5","","-39.5","","0.0","","41.0","","41.0","","86","",,"",,""
"1981-03","1981","03","4.9","","-17.0","","-6.1","","10.0","S","-28.0","","0.0","","21.0","","21.0","","70","",,"",,""
"1981-04","1981","04","5.4","E","-9.7","E","-2.2","E","16.0","","-19.0","","9.3","E","39.0","","48.3","E","10","",,"",,""
"1981-05","1981","05","12.0","","-3.7","","4.2","","19.5","","-10.5","","60.8","","8.0","","68.8","","0","",,"",,""
"1981-06","1981","06","13.7","","-1.7","","6.0","","22.5","","-6.0","","51.3","","0.0","","51.3","","0","",,"",,""
"1981-07","1981","07","18.1","","2.3","","10.2","","27.0","","-7.0","","151.5","","0.0","","151.5","","0","",,"",,""
"1981-08","1981","08","23.6","","4.4","","14.0","","29.0","S","0.5","","12.6","","0.0","","12.6","","0","",,"",,""
"1981-09","1981","09","15.3","","-0.5","","7.4","","28.0","S","-7.0","","24.4","","0.0","","24.4","","0","",,"",,""
"1981-10","1981","10","7.0","","-4.6","","1.2","","12.0","S","-12.0","S","26.1","","8.0","","34.1","","","M",,"",,""
"1981-11","1981","11","1.9","","-10.2","","-4.2","","13.0","","-22.5","","0.0","T","29.0","","29.0","","8","",,"",,""
"1981-12","1981","12","-7.1","","-20.8","E","-14.0","E","0.0","S","-32.5","S","0.0","","64.0","","64.0","","39","",,"",,""
"1982-01","1982","01","-10.5","E","-24.8","","-17.7","E","2.5","E","-43.5","","0.0","","84.0","","84.0","","73","",,"",,""
"1982-02","1982","02","-5.1","","-20.5","","-12.8","","3.0","S","-38.0","S","0.0","","91.0","","91.0","","98","",,"",,""
"1982-03","1982","03","0.5","E","-17.1","","-8.3","E","10.5","","-27.0","S","0.0","","46.0","","46.0","","90","",,"",,""
"1982-04","1982","04","4.3","","-10.9","","-3.3","","13.0","","-25.5","","0.0","","25.0","","25.0","","55","",,"",,""
"1982-05","1982","05","11.3","","-2.6","","4.4","","20.0","","-7.0","","14.0","","3.0","","17.0","","0","",,"",,""
"1982-06","1982","06","19.1","","3.7","","11.4","","26.0","S","-3.5","","24.3","","1.0","","25.3","","0","",,"",,""
"1982-07","1982","07","17.9","","3.7","E","10.8","E","26.5","S","-2.0","","68.1","","0.0","","68.1","","0","",,"",,""
"1982-08","1982","08","17.4","","3.2","","10.3","","26.5","","-0.5","","63.0","","0.0","","63.0","","0","",,"",,""
"1982-09","1982","09","14.5","","-0.3","","7.1","","23.5","","-7.5","","54.3","","0.0","","54.3","","0","",,"",,""
"1982-10","1982","10","8.0","","-5.4","","1.3","","20.0","","-11.0","","15.0","","17.0","","32.0","","","M",,"",,""
"1982-11","1982","11","-4.2","","-17.9","","-11.1","","4.0","","-30.5","","0.0","","44.0","","44.0","","22","",,"",,""
"1982-12","1982","12","-7.0","","-19.2","","-13.1","","-1.0","S","-30.5","","0.0","","45.0","","45.0","","41","",,"",,""
"1983-01","1983","01","-3.2","","-16.9","","-10.1","","2.5","","-28.0","S","0.0","","95.0","","95.0","","72","",,"",,""
"1983-02","1983","02","0.3","","-12.4","","-6.1","","10.0","","-30.0","S","0.0","T","25.0","","25.0","","64","",,"",,""
"1983-03","1983","03","2.8","","-11.0","","-4.1","","8.5","","-23.0","","0.0","","36.0","","36.0","","67","",,"",,""
"1983-04","1983","04","7.5","","-6.3","","0.6","","15.0","","-16.0","","","M","1.5","","","M","1","",,"",,""
"1983-05","1983","05","13.9","","-0.9","","6.5","","26.5","","-5.5","","9.8","","0.0","","9.8","","0","",,"",,""
"1983-06","1983","06","15.5","","3.5","","9.5","","26.0","","-2.0","S","66.4","","0.0","","66.4","","0","",,"",,""
"1983-07","1983","07","18.2","E","4.6","","11.4","E","28.0","","1.0","","78.3","","0.0","","78.3","","0","",,"",,""
"1983-08","1983","08","21.6","","4.5","","13.1","","27.5","","-1.5","","37.6","","0.0","","37.6","","0","",,"",,""
"1983-09","1983","09","11.1","","-1.2","","5.0","","20.0","","-9.5","","26.7","","2.0","","28.7","","0","",,"",,""
"1983-10","1983","10","6.5","E","-5.2","","0.7","E","14.0","","-10.0","S","10.1","E","6.0","","16.1","E","","M",,"",,""
"1983-11","1983","11","-0.7","","-8.7","","-4.7","","5.0","S","-22.0","","11.0","","35.5","","46.5","","17","",,"",,""
"1983-12","1983","12","-12.1","","-28.6","","-20.4","","-3.5","","-42.0","S","0.0","","38.0","","38.0","","34","",,"",,""
"1984-01","1984","01","-4.2","","-16.4","","-10.3","","3.0","","-37.5","","0.0","","67.0","","67.0","","62","",,"",,""
"1984-02","1984","02","0.7","","-16.0","E","-7.7","E","5.0","","-25.5","","0.0","","26.0","","26.0","","63","",,"",,""
"1984-03","1984","03","3.7","","-10.9","","-3.6","","8.0","S","-22.5","","0.0","","14.0","","14.0","","41","",,"",,""
"1984-04","1984","04","7.0","","-6.0","","0.5","","18.5","","-13.0","","0.8","","9.1","","9.9","","0","",,"",,""
"1984-05","1984","05","8.9","E","-1.8","","3.6","E","20.0","","-7.5","","54.9","","4.0","","58.9","","0","",,"",,""
"1984-06","1984","06","15.6","","2.1","","8.9","","24.0","","-4.5","","34.9","","0.0","","34.9","","0","",,"",,""
"1984-07","1984","07","20.9","","4.0","","12.5","","29.5","","-1.5","S","10.0","","0.0","","10.0","","0","",,"",,""
"1984-08","1984","08","19.7","","3.8","E","11.8","E","27.0","","-2.0","","98.8","","0.0","","98.8","","0","",,"",,""
"1984-09","1984","09","10.6","E","-1.6","","4.5","E","19.5","S","-13.0","","44.2","","24.0","","68.2","","","M",,"",,""
"1984-10","1984","10","4.6","","-6.6","","-1.0","","21.0","","-32.0","","2.1","","30.4","","32.5","","","M",,"",,""
"1984-11","1984","11","-2.5","","-15.6","","-9.1","","3.0","","-30.5","","0.0","","69.5","","69.5","","40","",,"",,""
"1984-12","1984","12","-11.9","","-26.2","","-19.1","","-1.5","","-40.0","","0.0","","99.0","","99.0","","70","",,"",,""
"1985-01","1985","01","-7.1","","-22.7","","-14.9","","0.0","","-39.0","","0.0","","3.0","","3.0","","65","",,"",,""
"1985-02","1985","02","-5.0","E","-21.5","","-13.3","E","3.0","","-39.0","S","0.0","","16.0","","16.0","","74","",,"",,""
"1985-03","1985","03","2.2","","-14.5","","-6.2","","11.0","","-27.5","","0.0","","7.0","","7.0","","58","",,"",,""
"1985-04","1985","04","6.7","","-3.7","","1.5","","15.5","","-12.0","","15.4","","12.0","","27.4","","0","",,"",,""
"1985-05","1985","05","14.9","E","-1.2","","6.9","E","","M","-6.5","S","40.7","","0.0","T","40.7","","0","",,"",,""
"1985-06","1985","06","16.1","","1.3","","8.7","","25.0","S","-7.0","","62.4","","0.0","","62.4","","0","",,"",,""
"1985-07","1985","07","23.8","","4.2","","14.0","","28.0","S","-0.5","S","13.6","","0.0","","13.6","","0","",,"",,""
"1985-08","1985","08","17.3","","0.9","","9.1","","26.0","","-3.0","S","90.8","","0.0","","90.8","","0","",,"",,""
"1985-09","1985","09","9.7","","-3.8","","3.0","","20.0","","-11.5","","46.0","","0.0","T","46.0","","0","",,"",,""
"1985-10","1985","10","2.7","","-6.5","","-1.9","","14.0","","-17.0","S","5.0","","82.3","","87.3","","26","",,"",,""
"1985-11","1985","11","-10.4","","-25.5","","-18.0","","2.0","S","-44.0","","0.0","","51.0","","51.0","","44","",,"",,""
"1985-12","1985","12","-5.4","","-19.6","","-12.5","","3.0","","-40.5","","0.0","","3.0","","3.0","","43","",,"",,""
"1986-01","1986","01","-2.0","","-16.0","","-9.0","","7.0","","-30.0","S","0.0","","54.5","","54.5","","71","",,"",,""
"1986-02","1986","02","-5.1","","-21.1","","-13.1","","9.5","","-33.0","","0.0","","47.0","","47.0","","85","",,"",,""
"1986-03","1986","03","5.3","","-9.4","","-2.1","","11.0","","-17.0","","0.0","","38.5","","38.5","","72","",,"",,""
"1986-04","1986","04","6.5","E","-6.0","E","0.3","E","15.0","","-17.0","","0.0","","6.0","","6.0","","0","T",,"",,""
"1986-05","1986","05","13.2","","-1.8","E","5.7","E","26.0","S","-8.0","","9.4","","9.0","","18.4","","0","",,"",,""
"1986-06","1986","06","18.0","E","3.5","","10.8","E","25.5","","-2.0","S","94.0","","0.0","","94.0","","0","",,"",,""
"1986-07","1986","07","16.0","","3.3","","9.7","","23.5","","-2.0","","90.9","","0.0","T","90.9","","0","",,"",,""
"1986-08","1986","08","21.8","","2.9","","12.4","","27.5","","-3.0","S","28.4","","0.0","","28.4","","0","",,"",,""
"1986-09","1986","09","10.2","","-0.1","","5.1","","18.0","S","-6.5","","73.2","","0.0","T","73.2","","0","",,"",,""
"1986-10","1986","10","11.2","","-4.5","","3.4","","17.0","","-11.5","","12.8","","12.0","","24.8","","13","",,"",,""
"1986-11","1986","11","-4.0","","-15.4","","-9.7","","5.5","","-32.0","S","0.0","","124.0","","124.0","","48","",,"",,""
"1986-12","1986","12","-5.9","","-19.9","","-12.9","","0.0","","-31.0","","0.0","","22.0","","22.0","","59","",,"",,""
"1987-01","1987","01","-5.0","","-19.1","","-12.1","","2.0","","-34.0","S","0.0","","54.5","","54.5","","79","",,"",,""
"1987-02","1987","02","0.3","E","-17.3","","-8.5","E","6.5","","-29.0","","0.0","","14.0","","14.0","","75","",,"",,""
"1987-03","1987","03","3.6","","-10.0","","-3.2","","8.5","S","-28.0","","0.0","","24.0","","24.0","","71","",,"",,""
"1987-04","1987","04","9.1","","-4.1","","2.5","","26.5","","-10.0","","14.4","","8.0","","22.4","","0","",,"",,""
"1987-05","1987","05","13.8","","-0.6","","6.6","","22.5","","-7.0","","23.4","","1.0","","24.4","","0","",,"",,""
"1987-06","1987","06","18.5","","3.7","","11.1","","25.0","S","-3.5","","42.6","","0.0","","42.6","","0","",,"",,""
"1987-07","1987","07","19.5","","5.5","","12.5","","31.0","","0.0","S","65.1","","0.0","","65.1","","0","",,"",,""
"1987-08","1987","08","16.8","","1.7","","9.3","","25.5","","-3.0","","74.4","","0.0","","74.4","","0","",,"",,""
"1987-09","1987","09","18.7","","-0.5","","9.1","","25.0","S","-5.0","","34.1","","0.0","","34.1","","0","",,"",,""
"1987-10","1987","10","10.5","","-5.7","","2.4","","22.0","","-10.0","S","7.7","","0.5","","8.2","","0","",,"",,""
"1987-11","1987","11","1.7","","-8.3","","-3.3","","8.0","S","-22.0","S","6.2","","11.5","","17.7","","6","",,"",,""
"1987-12","1987","12","-6.9","","-18.6","","-12.8","","3.0","","-31.0","","0.0","","53.0","","53.0","","37","",,"",,""
"1988-01","1988","01","-8.7","","-23.5","","-16.1","","0.5","S","-38.0","","0.0","","48.0","","48.0","","67","",,"",,""
"1988-02","1988","02","-1.4","","-18.2","","-9.8","","10.5","","-39.5","","0.0","","29.0","","29.0","","55","",,"",,""
"1988-03","1988","03","2.8","","-9.7","","-3.5","","8.0","","-21.0","","0.0","","25.5","","25.5","","55","",,"",,""
"1988-04","1988","04","9.3","E","-5.6","","1.9","E","20.0","","-19.5","","26.3","","40.0","","66.3","","0","T",,"",,""
"1988-05","1988","05","13.7","E","-0.8","","6.5","E","24.0","","-7.0","","26.6","","0.0","T","26.6","","0","",,"",,""
"1988-06","1988","06","17.7","","4.2","","11.0","","27.0","","-2.0","","112.0","","0.0","","112.0","","0","",,"",,""
"1988-07","1988","07","19.6","","4.1","","11.9","","27.0","","-1.0","","105.1","","0.0","","105.1","","0","",,"",,""
"1988-08","1988","08","19.5","E","3.0","","11.3","E","28.0","","-1.0","S","70.3","","0.0","","70.3","","0","",,"",,""
"1988-09","1988","09","14.2","","-1.0","","6.6","","29.0","S","-8.0","","51.1","","0.0","T","51.1","","0","",,"",,""
"1988-10","1988","10","11.1","","-3.5","","3.8","","21.5","","-15.0","","23.8","","13.9","","37.7","","2","",,"",,""
"1988-11","1988","11","-1.1","E","-11.6","","-6.4","E","7.0","","-26.0","","2.4","","34.0","","36.4","","21","",,"",,""
"1988-12","1988","12","-6.1","","-19.0","","-12.6","","1.0","S","-33.0","","0.0","","44.5","","44.5","","48","",,"",,""
"1989-01","1989","01","-6.2","","-20.4","","-13.3","","3.0","S","-35.0","","3.0","E","97.5","","100.5","E","76","",,"",,""
"1989-02","1989","02","-7.7","","-27.9","","-17.8","","4.0","","-47.0","","0.0","","21.0","","21.0","","82","",,"",,""
"1989-03","1989","03","0.4","E","-16.6","E","-8.1","E","6.0","","-40.0","","0.0","","55.0","","55.0","","79","",,"",,""
"1989-04","1989","04","7.5","","-7.1","","0.2","","16.5","","-18.0","S","1.9","","29.5","","31.4","","0","",,"",,""
"1989-05","1989","05","12.0","","-1.3","","5.4","","19.0","S","-6.0","","23.3","","3.0","","26.3","","0","",,"",,""
"1989-06","1989","06","16.9","","3.0","","10.0","","25.0","","-2.0","","62.4","","0.0","","62.4","","0","",,"",,""
"1989-07","1989","07","21.8","E","4.7","E","13.3","E","28.5","S","-1.0","","50.4","","0.0","","50.4","","0","",,"",,""
"1989-08","1989","08","17.5","","4.7","","11.1","","27.5","","0.0","","165.3","","0.0","","165.3","","0","",,"",,""
"1989-09","1989","09","15.7","","-1.3","","7.2","","22.0","","-5.0","S","26.8","","0.0","T","26.8","","0","",,"",,""
"1989-10","1989","10","7.1","","-5.4","E","0.9","E","16.5","","-13.5","","24.7","","17.4","","42.1","","","M",,"",,""
"1989-11","1989","11","-1.1","","-11.7","","-6.4","","4.0","S","-21.5","","0.0","T","55.0","","55.0","","25","",,"",,""
"1989-12","1989","12","-5.3","E","-17.3","E","-11.3","E","3.0","","-33.0","S","0.0","","40.0","","40.0","","40","",,"",,""
"1990-01","1990","01","-5.5","","-16.8","","-11.2","","1.0","S","-30.5","","0.0","","94.5","","94.5","","80","",,"",,""
"1990-02","1990","02","-4.0","","-20.3","","-12.2","","6.0","S","-37.0","","0.0","","59.0","","59.0","","84","",,"",,""
"1990-03","1990","03","4.4","","-14.9","","-5.3","","9.0","","-28.0","","0.0","","24.0","","24.0","","72","",,"",,""
"1990-04","1990","04","8.0","E","-4.9","","1.6","E","15.0","","-22.0","","6.9","","14.0","","20.9","","0","",,"",,""
"1990-05","1990","05","11.2","","-0.9","","5.2","","21.0","","-5.0","S","69.3","","9.0","E","78.3","E","0","",,"",,""
"1990-06","1990","06","15.3","","2.3","","8.8","","24.5","","-2.0","","72.6","","0.0","","72.6","","0","",,"",,""
"1990-07","1990","07","21.0","E","5.1","","13.1","E","28.0","S","1.0","S","47.7","","0.0","","47.7","","0","",,"",,""
"1990-08","1990","08","21.1","","4.4","","12.8","","28.0","S","-2.0","","34.7","","0.0","","34.7","","0","",,"",,""
"1990-09","1990","09","19.8","E","-1.2","","9.3","E","27.0","","-4.0","S","15.5","","0.0","","15.5","","0","",,"",,""
"1990-10","1990","10","4.4","E","-5.7","E","-0.7","E","11.0","S","-12.5","S","25.1","","45.0","E","70.1","E","9","",,"",,""
"1990-11","1990","11","-2.2","E","-11.8","","-7.0","E","6.0","S","-27.0","","0.0","","146.0","","146.0","","66","",,"",,""
"1990-12","1990","12","-12.3","","-25.2","","-18.8","","-1.0","S","-47.0","","0.0","","91.0","","91.0","","83","",,"",,""
"1991-01","1991","01","-8.9","E","-23.4","","-16.3","E","2.0","E","-44.0","","0.0","","15.3","","15.3","","72","",,"",,""
"1991-02","1991","02","3.2","E","-8.7","E","-2.6","E","7.5","B","-17.0","S","0.0","T","27.5","","27.5","","84","",,"",,""
"1991-03","1991","03","0.5","E","-17.2","E","-8.4","E","11.0","E","-29.0","","0.0","","51.0","","51.0","","84","",,"",,""
"1991-04","1991","04","7.3","E","-6.8","","0.3","E","15.0","","-15.0","","0.0","","33.0","","33.0","","0","",,"",,""
"1991-05","1991","05","12.9","E","-0.7","E","6.1","E","21.0","E","-7.0","","38.6","","6.0","","44.6","","0","",,"",,""
"1991-06","1991","06","15.3","E","2.5","","8.7","E","22.0","E","-5.0","","72.9","","0.0","","72.9","","0","",,"",,""
"1991-07","1991","07","20.3","","3.8","","12.1","","27.0","","0.0","S","28.8","","0.0","","28.8","","0","",,"",,""
"1991-08","1991","08","22.1","E","5.5","","13.8","E","29.5","E","-1.5","","35.8","","0.0","","35.8","","0","",,"",,""
"1991-09","1991","09","16.9","E","-1.8","","7.6","E","24.0","E","-7.0","","19.0","","0.0","","19.0","","0","",,"",,""
"1991-10","1991","10","6.8","E","-8.7","","-1.0","E","24.0","","-27.0","","24.7","","13.0","","37.7","","4","",,"",,""
